Time,Learning rate,Train loss,Validation loss,MAE_band_gap,RMSE_band_gap
353.9067895412445,0.001,0.5254339015417628,0.425516544342041,0.487575798034668,0.6523162916423604
705.9729571342468,0.001,0.3837026975750923,0.41133181703090665,0.5093774700164795,0.6413515549454188
1058.4306027889252,0.001,0.31042034457789525,0.3136985342502594,0.4276552817821503,0.5600879700995723
1412.3225860595703,0.001,0.2680438564154837,0.28710424971580506,0.4135082564353943,0.5358210986101658
1765.7261836528778,0.001,0.2392477267715666,0.2735062034726143,0.3859964098930359,0.5229782055426538
2119.5362417697906,0.001,0.20283129811286926,0.24743690824508666,0.36730695056915286,0.4974303049122426
2483.4362852573395,0.001,0.17612040386597316,0.21268387603759767,0.3443189990520477,0.46117662130424353
2844.9521787166595,0.001,0.15706295983658897,0.19260265624523162,0.3283441643714905,0.43886519142583136
3208.530066728592,0.001,0.17923305198219086,0.22265398043394088,0.3403341076374054,0.47186224730734805
3575.534068584442,0.001,0.14410600922836198,0.18695594292879106,0.32179983150959013,0.43238402251793606
3949.4211962223053,0.001,0.12481676558653514,0.20299241518974304,0.3340833902359009,0.45054679578235046
4323.279771566391,0.001,0.11883050923877292,0.24136333763599396,0.3719042310714722,0.4912874287379985
4694.985121488571,0.001,0.11821425474683443,0.23913827908039093,0.36222750306129453,0.4890176674522005
5068.97620677948,0.001,0.09898925649126371,0.18813538056612014,0.324643657207489,0.43374575567504997
5445.926456212997,0.001,0.13343443411257533,0.19430871534347535,0.32687685561180113,0.44080462264304276
5824.215903520584,0.001,0.10444475924637582,0.18580547124147415,0.325447468996048,0.4310515876800295
6203.089471817017,0.001,0.09187958321637578,0.1879003084897995,0.3220561208724976,0.4334746918677023
6587.847836971283,0.001,0.08618378777636422,0.2218896086215973,0.34120295238494874,0.47105159868277413
6970.185995340347,0.001,0.11761205597718556,0.18753841745853425,0.32110901927948,0.4330570602802063
7355.740031719208,0.001,0.08276057825817003,0.1857434560060501,0.30874166655540464,0.43097964685823636
7743.583964109421,0.001,0.06960763331585461,0.17954669082164765,0.30885847306251524,0.42372950194864606
8130.190721511841,0.001,0.06628522940145598,0.1868166286945343,0.31404542899131777,0.43222289237676237
8520.41549372673,0.001,0.0727645641118288,0.19114669477939605,0.3203878507614136,0.43720326483158384
8911.753670454025,0.001,0.0754315169221825,0.1864983961582184,0.3192237904071808,0.43185460071442844
9305.20717549324,0.001,0.06399989201790757,0.1998504673242569,0.3327717287540436,0.4470463816252816
9697.806477546692,0.001,0.07442591713865598,0.18434001290798188,0.32418941068649293,0.4293483584549752
10094.53303694725,0.001,0.06134516996476385,0.18422266626358033,0.31888372159004214,0.42921168001765786
10488.888833761215,0.001,0.057902766325407556,0.19263721787929536,0.3306138544082642,0.4389045657990987
10884.465841770172,0.001,0.05849004601521624,0.18108226817846299,0.307513947725296,0.4255376225182246
11279.042935371399,0.001,0.059997672369082766,0.18558282005786897,0.3203048324584961,0.4307932451395553
11678.182444810867,0.001,0.06284178292420176,0.18405866533517837,0.3129802122116089,0.42902058847470054
12076.931476831436,0.001,0.0644448925803105,0.18942197346687317,0.31653578495979307,0.43522634739509186
12480.902433872223,0.001,0.06328498978995614,0.19336520862579346,0.31214488530158996,0.43973311067713955
12885.691306829453,0.001,0.05971658897234334,0.1895769966840744,0.3167200903892517,0.4354044059079724
13292.886026382446,0.001,0.050400551069113946,0.1811329365968704,0.3106626961231232,0.425597152947327
13699.94267821312,0.001,0.05180616365538703,0.1732972931265831,0.29607272696495057,0.41628991475482935
14106.20788860321,0.001,0.044948302493327194,0.20059020149707793,0.3405088839530945,0.44787297473399523
14516.808946847916,0.001,0.06294372826483514,0.18790091586112975,0.31642035794258117,0.4334753924516705
14918.914376735687,0.001,0.053878764069742624,0.19082448399066926,0.3215438585281372,0.4368346185808415
15322.953971147537,0.001,0.04815315990315543,0.18412206214666366,0.3153785619735718,0.429094467625328
15737.498037576675,0.001,0.09147928718560272,0.2140249857902527,0.3276867127418518,0.46262834520838936
16147.696997880936,0.001,0.057795284120572936,0.18387251901626586,0.3117956051826477,0.42880359025580217
16564.520618915558,0.001,0.038065661104189026,0.19929629456996917,0.3303748698234558,0.4464261356260061
16981.445027828217,0.001,0.03391071980198224,0.17972789937257766,0.3039504196643829,0.4239432737673493
17404.077266216278,0.001,0.03577955199281375,0.18333391201496124,0.3158697214126587,0.4281750950428589
17826.47553086281,0.001,0.03851952995194329,0.17357048201560973,0.3035010735988617,0.41661790889928113
18241.785523176193,0.001,0.04030075844128927,0.18638531625270843,0.31963666224479675,0.4317236572770925
18664.432477474213,0.001,0.05284359230432246,0.1806348397731781,0.3116954333782196,0.4250115760460862
19085.71036720276,0.001,0.0502040123525593,0.17793489414453506,0.3026483132839203,0.4218232972993965
19510.539519548416,0.001,0.04307151182989279,0.1994237198829651,0.3260226967334747,0.4465688299500594
19938.522869825363,0.001,0.04294314956996176,0.18787904906272887,0.31862100887298583,0.43345016906529044
20366.656594991684,0.001,0.05639069871770011,0.1996629296541214,0.3240378768444061,0.4468365804789503
20794.769510746002,0.001,0.05041729559666581,0.18696275013685226,0.3189395470619202,0.4323918941618266
21225.728766918182,0.001,0.04657091308964623,0.18777943456172944,0.3145286257266998,0.433335245002907
21661.68030333519,0.001,0.06749412334958713,0.17940586334466935,0.30948649311065674,0.4235632931979226
22089.895901441574,0.001,0.05308557510210408,0.17607352590560912,0.30824245524406435,0.41961116036827373
22520.93911743164,0.001,0.046112398003538446,0.21729245215654372,0.34431418585777285,0.4661463849012923
22956.14348602295,0.001,0.07771851779520511,0.18953979909420013,0.3127980880737305,0.4353616876738238
23392.07239818573,0.001,0.044430852749281456,0.18188655072450638,0.3108462402820587,0.4264815948250362
23829.74947977066,0.001,0.04380433354940679,0.19184435522556306,0.31512453079223635,0.43800040550844593
24273.812751293182,0.001,0.03813415566252337,0.16865192633867263,0.30013928723335265,0.4106725293207139
24710.962364912033,0.001,0.03652059088564581,0.17863232409954072,0.30505944991111755,0.42264917378310435
25153.676122426987,0.001,0.03518204182717535,0.17833456701040268,0.3059797081947327,0.4222967759886437
25598.76909518242,0.001,0.053216241884562705,0.18580595445632936,0.3153031837940216,0.43105214818665427
26039.182302713394,0.001,0.04252971498916547,0.1730588095486164,0.3009945318698883,0.4160033768476121
26489.036002874374,0.001,0.03493454556994968,0.16088491505384445,0.2857428641319275,0.4011046185895202
26933.442554950714,0.001,0.028213274248772197,0.1701106153726578,0.29579831528663636,0.41244468159094716
27382.540662288666,0.001,0.03228887483312024,0.1635507791042328,0.29482286238670347,0.40441411832950735
27829.5870013237,0.001,0.045173981342050765,0.18855633592605592,0.3097107858657837,0.4342307404204082
28276.54420375824,0.001,0.05466020018193457,0.17484025341272355,0.30048336267471315,0.41813903598291746
28722.32798099518,0.001,0.04417168929676215,0.17103881180286407,0.29371969890594485,0.4135683883021816
29171.99437355995,0.001,0.04043981319334772,0.17025921761989593,0.2994568269252777,0.41262479036031746
29625.788565397263,0.001,0.038060330799884266,0.17812628293037414,0.3021869778633118,0.4220500952853513
30080.092222452164,0.001,0.036868812822633316,0.1728265270292759,0.29948961579799654,0.4157240996493659
30536.232328414917,0.001,0.04390548240641753,0.17881939774751662,0.3064042716026306,0.42287042666461866
30996.035863399506,0.001,0.04631567734148767,0.17622628635168075,0.2983747837543488,0.4197931470994742
31456.96365571022,0.001,0.046233030522863074,0.19494644486904145,0.31249012422561645,0.44152739990745926
31921.286170959473,0.001,0.07573750159309971,0.1975861663222313,0.31769287610054014,0.44450665498081277
32378.89492535591,0.001,0.0609742592887746,0.17209020417928694,0.29505305290222167,0.4148375636068736
32838.576848745346,0.001,0.5414353700710668,0.19556919348239898,0.3172437436580658,0.4422320584064423
33297.29339027405,0.001,0.06310255901681053,0.1755662640929222,0.3005204991102219,0.41900628168670956
33760.5755674839,0.001,0.03312314483854506,0.17255708020925523,0.2946212940216065,0.41539990395913096
34223.68891811371,0.001,0.023136230781674386,0.1694106446504593,0.28980332708358764,0.41159524371700323
