Time,Learning rate,Train loss,Validation loss,MAE_band_gap,RMSE_band_gap
57.869197368621826,0.0001,0.823880738735199,0.7358620142936707,0.6742362184524536,0.8578239996022906
114.26771092414856,0.0001,0.6757091627120971,0.6607545075416565,0.6447995586395263,0.8128680751153021
171.26739764213562,0.0001,0.6237919101715088,0.6435707526206971,0.6341736788749694,0.8022286161816325
228.43568563461304,0.0001,0.5971972043514252,0.613049234867096,0.621090564250946,0.7829746067830654
285.0712921619415,0.0001,0.5845311245918274,0.5922932462692261,0.61279651927948,0.7696059032188007
342.1791079044342,0.0001,0.566854658126831,0.6589429454803467,0.6389849328994751,0.8117530076817373
399.51003408432007,0.0001,0.542608546257019,0.5820549125671387,0.5995247373580933,0.7629252339299958
455.9509835243225,0.0001,0.5204675734043122,0.5530707063674927,0.5924068593978882,0.743687236926581
512.8325011730194,0.0001,0.5139307670593262,0.5723352355957031,0.5933605618476868,0.7565284103030785
570.4652690887451,0.0001,0.5129777584075927,0.5510455055236816,0.578849425792694,0.7423243937280262
628.0486810207367,0.0001,0.4913336343765259,0.5301098308563232,0.5683586196899414,0.7280864171623608
685.6740372180939,0.0001,0.5048654804229736,0.5909363861083985,0.6118667964935303,0.7687238685694614
743.0074889659882,0.0001,0.4686697888374329,0.519400689125061,0.5732737083435059,0.7206945879670951
800.1795043945312,0.0001,0.45573723459243776,0.5097699007987976,0.5576067624092103,0.7139817230145303
857.6853218078613,0.0001,0.4668923397064209,0.493435516834259,0.5531008529663086,0.7024496543057438
914.7265050411224,0.0001,0.47610645151138303,0.49094074773788454,0.5487768936157227,0.7006716404549884
971.8651387691498,0.0001,0.4352268537282944,0.48550840282440183,0.5448055629730224,0.6967843302087109
1029.0222759246826,0.0001,0.4152807276248932,0.4940536036491394,0.5548552856445312,0.7028894675901322
1086.997751235962,0.0001,0.42664454817771913,0.486287935256958,0.54105450963974,0.6973434844156486
1144.5763342380524,0.0001,0.41107407715916633,0.4790172567367554,0.5396637678146362,0.6921107257778595
1202.2847464084625,0.0001,0.3977726702690125,0.4770564136505127,0.5440017070770263,0.690692705658973
1260.307707309723,0.0001,0.3986778795719147,0.5049960975646972,0.5541429405212402,0.7106307744283927
1318.4868438243866,0.0001,0.38680965900421144,0.46448039150238035,0.530658016204834,0.6815279829195426
1376.7317519187927,0.0001,0.37890244865417483,0.47104324436187744,0.5345892648696899,0.6863259024413092
1435.0730140209198,0.0001,0.3787242360115051,0.6199933481216431,0.6264723606109619,0.7873965634428709
1493.6959829330444,0.0001,0.4110498424768448,0.46179392719268797,0.5335770592689514,0.6795542121072372
1552.4348492622375,0.0001,0.3732987711429596,0.4796542901992798,0.5383336086273194,0.6925707835299435
1611.0249576568604,0.0001,0.36695066905021667,0.4511453242301941,0.5233641176223754,0.6716735250329539
1669.7679467201233,0.0001,0.3584442200660706,0.4681504216194153,0.5319119701385498,0.6842151866331346
1727.839139699936,0.0001,0.35619688296318053,0.4538986520767212,0.5228039922714234,0.6737200101501523
1786.4801638126373,0.0001,0.3454785189628601,0.44580869579315185,0.5195325860977172,0.6676890711949327
1845.0941724777222,0.0001,0.35022180509567263,0.5133927502632141,0.55596013879776,0.7165143056933435
1903.5853197574615,0.0001,0.3666028776168823,0.44271092987060545,0.5206267919540405,0.6653652604927653
1962.764020204544,0.0001,0.3377434024810791,0.44486676502227784,0.5156277885437012,0.6669833318923928
2021.7922902107239,0.0001,0.3368539969921112,0.47298736953735354,0.5432420148849487,0.6877407720481268
2080.9450459480286,0.0001,0.33178497505187987,0.4348726258277893,0.5105884838104248,0.6594487287331664
2140.1726706027985,0.0001,0.31761107277870176,0.44403156185150144,0.5185086650848388,0.6663569327706447
2199.3795578479767,0.0001,0.3261413502693176,0.4395406608581543,0.5088837251663209,0.6629786277536813
2259.1680817604065,0.0001,0.3524207509756088,0.4290607886314392,0.506419900894165,0.6550273189962684
2319.2386763095856,0.0001,0.30672922229766847,0.4342868089675903,0.5101017208099365,0.6590044073961799
2378.7863109111786,0.0001,0.3200192890167236,0.4274452428817749,0.5037957801818848,0.65379296637527
2438.283004760742,0.0001,0.3032505421638489,0.42278968000411987,0.5023456296920776,0.6502227925904474
2498.2956676483154,0.0001,0.29637592220306397,0.4331997842788696,0.5062758932113648,0.6581791429989784
2558.679146051407,0.0001,0.2934406214952469,0.4356057195663452,0.505840790271759,0.6600043329905836
2618.8795676231384,0.0001,0.2853850340843201,0.4363684983253479,0.5178596544265747,0.6605819391455899
2678.9994566440582,0.0001,0.2855181670188904,0.4273186554908752,0.5035422825813294,0.653696149209153
